Property_ID,Host_ID,Property_Type,Room_Type,Location_City,Location_Country,No_of_Bedrooms,No_of_Bathrooms,Amenities,Price_per_Night
1427,88,House,Entire place,Annside,Cocos (Keeling) Islands,3,1,"because, can, blue, available, task",109.46
1428,295,Apartment,Entire place,East Kurtton,Jordan,5,3,"down, compare, sing, network, shake",660.76
1429,82,House,Private room,Matthewfurt,Chad,5,3,"clear, fine, wind, defense, price",281.11
1430,260,Villa,Entire place,Mccarthytown,Tajikistan,2,1,"effort, look, off, appear, toward",263.23
1431,126,Villa,Entire place,Lake Jordanchester,Bulgaria,5,2,"arrive, head, speech, best, rule",702.32
1432,37,Villa,Private room,East Jenniferchester,Cyprus,1,2,"family, finally, federal, traditional, recently",397.72
1433,149,Apartment,Shared room,North Michaelburgh,Mauritius,4,3,"green, bag, young, himself, magazine",900.54
1434,259,Villa,Private room,Angelicashire,Bahrain,5,1,"run, mother, every, group, hope",974.95
1435,115,Villa,Shared room,Jennyview,United Arab Emirates,1,2,"network, describe, throughout, physical, be",356.27
1436,84,House,Private room,North Antoniomouth,Jersey,5,3,"explain, morning, until, nearly, hit",117.73
1437,52,Apartment,Entire place,Lehaven,North Macedonia,2,2,"industry, natural, go, act, chair",707.42
1438,11,Studio,Shared room,Port Jenna,Swaziland,5,2,"where, little, music, whom, any",469.71
1439,227,House,Entire place,Kathleentown,Egypt,2,3,"current, firm, to, environmental, spring",930.84
1440,154,Studio,Shared room,Jessicachester,Togo,4,2,"skill, new, year, specific, ten",811.65
1441,66,House,Private room,North Kimberly,Pakistan,3,2,"lead, crime, image, public, become",872.94
1442,203,House,Entire place,New Eric,Brunei Darussalam,4,1,"lose, cold, mean, difference, send",475.28
1443,119,House,Entire place,Johnburgh,Norfolk Island,2,1,"imagine, few, support, eat, reality",628.01
1444,18,House,Entire place,Port Amyview,Mayotte,4,1,"player, baby, sometimes, care, fast",716.68
1445,115,Villa,Shared room,West Donaldborough,Suriname,4,1,"throw, need, production, business, finally",338.44
1446,192,Villa,Private room,Lisaton,Haiti,5,2,"area, particularly, town, real, heart",275.98
1447,88,Villa,Entire place,West Alexandraland,Jamaica,5,3,"budget, candidate, force, among, forget",413.71
1448,269,Villa,Entire place,Johnmouth,Kazakhstan,3,2,"short, including, second, worker, and",210.44
1449,242,Apartment,Entire place,New Rebecca,Cameroon,2,2,"meeting, analysis, there, Mr, become",439.25
1450,240,Villa,Shared room,West Katie,Cayman Islands,3,3,"probably, city, capital, leave, child",889.71
1451,34,House,Private room,Andrewborough,Israel,3,1,"recent, want, city, film, child",76.93
1452,94,House,Shared room,Lake Andrewtown,India,1,2,"call, medical, kid, wind, south",451.72
1453,6,Villa,Entire place,West Laura,Nicaragua,1,3,"cause, short, sea, interview, range",227.29
1454,279,Villa,Entire place,Youngland,Cambodia,3,2,"Democrat, save, art, cup, score",924.67
1455,206,Studio,Shared room,Elizabethberg,Vietnam,4,2,"husband, rest, her, agreement, leave",938.01
1456,244,House,Shared room,West Lawrence,Somalia,5,1,"grow, worry, you, civil, raise",389.51
1457,70,House,Entire place,Port Richard,Nicaragua,4,1,"image, who, several, country, trouble",748.23
1458,104,Apartment,Shared room,Martinchester,Hong Kong,3,2,"population, statement, lose, test, quite",535.13
1459,61,Apartment,Shared room,Jessicahaven,Marshall Islands,4,2,"Mrs, nice, set, official, policy",654.8
1460,5,Studio,Shared room,Stevensmouth,Ireland,1,3,"actually, interesting, growth, position, deal",576.13
1461,34,Apartment,Entire place,Willisberg,Sweden,3,1,"open, throw, woman, enter, according",486.96
1462,167,Studio,Shared room,Woodside,Guyana,4,3,"friend, police, free, western, sense",855.04
1463,27,House,Entire place,Blairville,Anguilla,5,2,"realize, president, election, enjoy, travel",908.01
1464,166,Apartment,Entire place,South Frederickfurt,Slovakia (Slovak Republic),2,1,"fear, idea, offer, such, best",535.01
1465,90,House,Shared room,Hillfurt,Taiwan,1,3,"able, himself, physical, free, positive",970.54
1466,78,Studio,Private room,North Matthewland,Germany,1,2,"moment, wish, drop, growth, job",774.69
1467,194,Studio,Private room,Lake Mariafurt,Czech Republic,2,1,"effort, hand, save, knowledge, ok",182.96
1468,270,House,Shared room,Williamstown,Libyan Arab Jamahiriya,4,3,"ten, discussion, anyone, south, include",555.62
1469,121,Studio,Private room,Berryfort,Luxembourg,1,1,"guy, standard, hard, fund, grow",730.57
1470,53,House,Shared room,Davidmouth,Iceland,2,1,"resource, improve, often, power, bill",413.16
1471,176,Apartment,Shared room,North Paulberg,France,2,2,"ask, study, several, bring, knowledge",164.05
1472,180,Villa,Entire place,South William,Seychelles,1,2,"type, land, war, hotel, ready",761.31
1473,243,Villa,Private room,North Ashleestad,Bosnia and Herzegovina,2,1,"serve, market, company, turn, question",77.45
1474,23,Studio,Private room,Danielmouth,Cote d'Ivoire,2,2,"green, professor, short, seat, great",516.61
1475,286,Villa,Entire place,Erikastad,Uzbekistan,3,1,"cold, not, push, education, week",223.91
1476,54,Studio,Private room,Andreatown,Micronesia,3,1,"agency, person, production, while, follow",509.38
1477,108,Apartment,Shared room,Jonesshire,Montenegro,3,1,"right, trouble, plan, as, month",716.19
1478,258,Villa,Private room,Erinview,Faroe Islands,1,3,"great, response, model, boy, as",797.4
1479,25,Studio,Shared room,Pierceview,Yemen,4,1,"decision, practice, guess, meeting, region",513.87
1480,263,Villa,Private room,North Timothyside,Belize,1,3,"thought, as, close, everything, any",403.77
1481,74,House,Private room,Tannerport,Central African Republic,1,3,"throw, think, use, culture, stand",659.57
1482,193,Villa,Private room,South Patriciaville,United Kingdom,1,1,"including, eat, month, region, reality",857.11
1483,55,Apartment,Shared room,Jessicaland,Guatemala,5,2,"add, hit, upon, record, entire",413.05
1484,193,Villa,Entire place,Julieside,Zimbabwe,1,2,"five, same, forward, share, together",192.02
1485,219,Apartment,Shared room,Anneburgh,Reunion,1,3,"letter, people, pull, practice, morning",929.72
1486,36,House,Private room,Nicholasburgh,Nepal,2,3,"cup, near, writer, guy, degree",398.97
1487,275,Apartment,Private room,Shannonhaven,Lebanon,4,3,"else, can, floor, space, example",318.93
1488,195,Studio,Shared room,Port Rebeccaland,Chad,4,2,"nature, better, camera, anything, no",597.96
1489,265,Studio,Entire place,New Ann,Estonia,1,3,"onto, represent, measure, yet, church",801.03
1490,3,Villa,Shared room,Shieldsmouth,Sao Tome and Principe,5,1,"open, stop, current, whom, within",949.8
1491,38,Apartment,Shared room,Ericafort,Netherlands,1,3,"animal, five, friend, difficult, management",777.09
1492,119,Studio,Private room,West Matthew,Congo,3,2,"political, break, wind, rate, professor",424.47
1493,93,Studio,Entire place,West Lindaport,Lebanon,2,1,"former, effort, can, practice, major",555.53
1494,102,Apartment,Private room,Sanfordburgh,Kuwait,1,1,"itself, keep, method, walk, cell",238.98
1495,221,Villa,Shared room,East Joytown,French Polynesia,1,3,"case, door, oil, question, begin",969.26
1496,29,Apartment,Shared room,West Sean,Dominica,3,3,"power, finish, she, learn, generation",107.61
1497,7,Studio,Private room,East Adrian,Yemen,2,2,"sing, type, institution, sense, thousand",792.12
1498,75,Studio,Entire place,North Michelle,Bahrain,3,2,"international, sea, election, long, choice",401.32
1499,248,Studio,Entire place,North Michaelstad,Belarus,3,1,"walk, type, money, which, respond",566.3
